Type,Title,Content,Sender_brand,Topic_category,Suspicion_level,LLM_likeness,Language_style,Phishing_technique,Is_Phishing,Model_Source,Text
E-mail,Paczka zatrzymana - brak danych adresowych,"Twoja przesylka o numerze PL29384710 nie moze zostac doreczona z powodu niekompletnego adresu odbiorcy (brak numeru mieszkania). Kurier podjal probe doreczenia, ale musial zwrocic paczke do magazynu lokalnego. Aby umowic ponowna dostawe i uzupelnic brakujace dane, prosimy o wypelnienie formularza pod tym linkiem: [poczta-polska-korekta-adresu.com/form/93M1](https://www.google.com/search?q=https://poczta-polska-korekta-adresu.com/form/93M1) . Usluga ponownego doreczenia kosztuje 1,50 PLN i mozna ja oplacic online. Jezeli nie uzupelnisz danych w ciagu 2 dni, paczka zostanie odeslana do nadawcy. Przepraszamy za utrudnienia i liczymy na szybka reakcje.",Poczta Polska,Parcel tracking,4,3,formal-corporate,urgent verification + fake link,True,gemini_3,"[TYPE] E-mail
[SENDER] Poczta Polska
[TITLE] Paczka zatrzymana - brak danych adresowych
[CONTENT] Twoja przesylka o numerze PL29384710 nie moze zostac doreczona z powodu niekompletnego adresu odbiorcy (brak numeru mieszkania). Kurier podjal probe doreczenia, ale musial zwrocic paczke do magazynu lokalnego. Aby umowic ponowna dostawe i uzupelnic brakujace dane, prosimy o wypelnienie formularza pod tym linkiem: [poczta-polska-korekta-adresu.com/form/93M1](https://www.google.com/search?q=https://poczta-polska-korekta-adresu.com/form/93M1) . Usluga ponownego doreczenia kosztuje 1,50 PLN i mozna ja oplacic online. Jezeli nie uzupelnisz danych w ciagu 2 dni, paczka zostanie odeslana do nadawcy. Przepraszamy za utrudnienia i liczymy na szybka reakcje."
E-mail,GRATULACJE - wygrales zestaw sprzetu AGD!,"Witaj Szczesciarzu, masz powody do swietowania, poniewaz Twoj adres e-mail zostal wylosowany w Wielkiej Loterii Klientow sklepu RTV Euro AGD jako zdobywca glownej nagrody o wartosci 4500 PLN, w sklad ktorej wchodzi nowoczesny robot sprzatajacy oraz ekspres do kawy premium. Ta niesamowita okazja trafia sie tylko raz na milion transakcji, a Twoje ostatnie zakupy w naszym sklepie internetowym zakwalifikowaly Cie do tego ekskluzywnego grona zwyciezcow. Wszystko, co musisz zrobic, aby kurier dostarczyl Ci te fantastyczne nagrody, to potwierdzenie adresu dostawy i oplacenie symbolicznego kosztu ubezpieczenia przesylki w wysokosci zaledwie 9,99 PLN na stronie: [rtveuroagd-loterie24.com/odbierz/102M](https://www.google.com/search?q=https://rtveuroagd-loterie24.com/odbierz/102M) . Pospiesz sie, poniewaz regulamin konkursu przewiduje jedynie 24 godziny na odebranie nagrody, a po tym czasie zestaw trafi do kolejnej wylosowanej osoby. Czekamy na Twoje potwierdzenie i zyczymy wspanialych chwil z nowym sprzetem.",RTV Euro AGD,Prize / lottery / voucher,5,4,rushed-marketing,fake prize / win,True,gemini_3,"[TYPE] E-mail
[SENDER] RTV Euro AGD
[TITLE] GRATULACJE - wygrales zestaw sprzetu AGD!
[CONTENT] Witaj Szczesciarzu, masz powody do swietowania, poniewaz Twoj adres e-mail zostal wylosowany w Wielkiej Loterii Klientow sklepu RTV Euro AGD jako zdobywca glownej nagrody o wartosci 4500 PLN, w sklad ktorej wchodzi nowoczesny robot sprzatajacy oraz ekspres do kawy premium. Ta niesamowita okazja trafia sie tylko raz na milion transakcji, a Twoje ostatnie zakupy w naszym sklepie internetowym zakwalifikowaly Cie do tego ekskluzywnego grona zwyciezcow. Wszystko, co musisz zrobic, aby kurier dostarczyl Ci te fantastyczne nagrody, to potwierdzenie adresu dostawy i oplacenie symbolicznego kosztu ubezpieczenia przesylki w wysokosci zaledwie 9,99 PLN na stronie: [rtveuroagd-loterie24.com/odbierz/102M](https://www.google.com/search?q=https://rtveuroagd-loterie24.com/odbierz/102M) . Pospiesz sie, poniewaz regulamin konkursu przewiduje jedynie 24 godziny na odebranie nagrody, a po tym czasie zestaw trafi do kolejnej wylosowanej osoby. Czekamy na Twoje potwierdzenie i zyczymy wspanialych chwil z nowym sprzetem."
SMS,Brak,GITD: Twoj mandat karny za przekroczenie predkosci nie zostal oplacony. Sprawa trafia do sadu. Zobacz foto: canard-mandaty.online/view/39K2,Inny,US/ZUS notification,5,2,official-bureaucratic,fake payment demand,True,gemini_3,"[TYPE] SMS
[SENDER] <MASK>
[TITLE] Brak
[CONTENT] GITD: Twoj mandat karny za przekroczenie predkosci nie zostal oplacony. Sprawa trafia do sadu. Zobacz foto: canard-mandaty.online/view/39K2"
E-mail,Powiadomienie z systemu e-Urzad Skarbowy,"Uzytkowniku, na Twoim koncie w e-Urzedzie Skarbowym pojawil sie nowy dokument: Decyzja wymiarowa podatku od spadkow. Dokument wymaga potwierdzenia odbioru. Zaloguj sie do serwisu podatki.gov.pl uzywajac Profilu Zaufanego lub danych podatkowych, aby zapoznac sie z trescia pisma. Przypominamy o terminowym regulowaniu zobowiazan podatkowych. Wiadomosc generowana automatycznie.",US,US/ZUS notification,1,1,official-bureaucratic,brak,False,gemini_3,"[TYPE] E-mail
[SENDER] US
[TITLE] Powiadomienie z systemu e-Urzad Skarbowy
[CONTENT] Uzytkowniku, na Twoim koncie w e-Urzedzie Skarbowym pojawil sie nowy dokument: Decyzja wymiarowa podatku od spadkow. Dokument wymaga potwierdzenia odbioru. Zaloguj sie do serwisu podatki.gov.pl uzywajac Profilu Zaufanego lub danych podatkowych, aby zapoznac sie z trescia pisma. Przypominamy o terminowym regulowaniu zobowiazan podatkowych. Wiadomosc generowana automatycznie."
E-mail,mBank: Przelew wychodzacy zrealizowany,"Witaj, informujemy, ze przelew z Twojego konta na kwote 450,00 PLN zostal zrealizowany. Odbiorca: Enea S.A. Tytul: Faktura luty 2025. Szczegoly operacji dostepne w serwisie transakcyjnym. Pozdrawiamy, mBank.",mBank,Payment / refund,1,1,formal-corporate,brak,False,gemini_3,"[TYPE] E-mail
[SENDER] mBank
[TITLE] mBank: Przelew wychodzacy zrealizowany
[CONTENT] Witaj, informujemy, ze przelew z Twojego konta na kwote 450,00 PLN zostal zrealizowany. Odbiorca: Enea S.A. Tytul: Faktura luty 2025. Szczegoly operacji dostepne w serwisie transakcyjnym. Pozdrawiamy, mBank."
SMS,Brak,"Twoj numer zostal usuniety z bazy danych Play. Aby przywrocic uslugi polaczen wychodzacych, potwierdz rejestracje: play-rejestracja-sim.org/r/8d2s",Play,Data / certificate update,5,4,formal-corporate,account block threat,True,gemini_3,"[TYPE] SMS
[SENDER] Play
[TITLE] Brak
[CONTENT] Twoj numer zostal usuniety z bazy danych Play. Aby przywrocic uslugi polaczen wychodzacych, potwierdz rejestracje: play-rejestracja-sim.org/r/8d2s"
SMS,Brak,Pekao: Wykryto podejrzana transakcje w internecie. Zablokowalismy dostep do karty. Odblokuj: pekao24-blokada-karty.net/verify/10M1,Pekao,Account block warning,5,3,formal-corporate,account block threat,True,gemini_3,"[TYPE] SMS
[SENDER] Pekao
[TITLE] Brak
[CONTENT] Pekao: Wykryto podejrzana transakcje w internecie. Zablokowalismy dostep do karty. Odblokuj: pekao24-blokada-karty.net/verify/10M1"
E-mail,PILNE: Nieautoryzowany dostęp do konta,"Witaj, nasz system bezpieczeństwa wykrył nietypowe logowanie do Twojego konta bankowego z urządzenia zlokalizowanego w Indonezji. Ze względu na wysokie ryzyko kradzieży środków, Twój dostęp do bankowości elektronicznej został tymczasowo ograniczony do czasu weryfikacji tożsamości właściciela. Prosimy o natychmiastowe zalogowanie się poprzez nasz bezpieczny portal weryfikacyjny pod adresem [mbank-security-alert24.com/verify/8d2s9a](https://www.google.com/search?q=https://mbank-security-alert24.com/verify/8d2s9a), aby potwierdzić, że to nie Ty wykonywałeś tę operację. Zignorowanie tej wiadomości w ciągu 12 godzin skutkować będzie trwałą blokadą konta i koniecznością wizyty w oddziale.",mBank,Account block warning,5,5,formal-corporate,urgent verification + fake link,True,gemini_3,"[TYPE] E-mail
[SENDER] mBank
[TITLE] PILNE: Nieautoryzowany dostęp do konta
[CONTENT] Witaj, nasz system bezpieczeństwa wykrył nietypowe logowanie do Twojego konta bankowego z urządzenia zlokalizowanego w Indonezji. Ze względu na wysokie ryzyko kradzieży środków, Twój dostęp do bankowości elektronicznej został tymczasowo ograniczony do czasu weryfikacji tożsamości właściciela. Prosimy o natychmiastowe zalogowanie się poprzez nasz bezpieczny portal weryfikacyjny pod adresem [mbank-security-alert24.com/verify/8d2s9a](https://www.google.com/search?q=https://mbank-security-alert24.com/verify/8d2s9a), aby potwierdzić, że to nie Ty wykonywałeś tę operację. Zignorowanie tej wiadomości w ciągu 12 godzin skutkować będzie trwałą blokadą konta i koniecznością wizyty w oddziale."
SMS,Brak,"Kod weryfikacyjny Google G-928103. Nie udostepniaj go nikomu. Uzyj go, aby zalogowac sie na nowym urzadzeniu.",Inny,Login / verification,1,1,formal-corporate,brak,False,gemini_3,"[TYPE] SMS
[SENDER] <MASK>
[TITLE] Brak
[CONTENT] Kod weryfikacyjny Google G-928103. Nie udostepniaj go nikomu. Uzyj go, aby zalogowac sie na nowym urzadzeniu."
SMS,Brak,Kurier DHL: Przesylka nr 293847102 wymaga korekty adresu (brak numeru lokalu). Uzupelnij: [dhl-express-zmiana-danych.com/edit/82L1](https://www.google.com/search?q=https://dhl-express-zmiana-danych.com/edit/82L1),DHL,Parcel tracking,4,2,rushed-marketing,urgent verification + fake link,True,gemini_3,"[TYPE] SMS
[SENDER] DHL
[TITLE] Brak
[CONTENT] Kurier DHL: Przesylka nr 293847102 wymaga korekty adresu (brak numeru lokalu). Uzupelnij: [dhl-express-zmiana-danych.com/edit/82L1](https://www.google.com/search?q=https://dhl-express-zmiana-danych.com/edit/82L1)"
E-mail,Allegro: Nieautoryzowana zmiana danych,"Witaj, ktos probowal zmienic numer telefonu na Twoim koncie Allegro. Zablokowalismy te operacje. Jesli to nie Ty, Twoje haslo moglo wyciec. Zmien je natychmiast: [allegro-account-secure-reset.com/fix/10L2](https://www.google.com/search?q=https://allegro-account-secure-reset.com/fix/10L2) . Zabezpiecz swoje konto przed kradzieza. Zespol Allegro.",Allegro,Account block warning,5,3,formal-corporate,account block threat,True,gemini_3,"[TYPE] E-mail
[SENDER] Allegro
[TITLE] Allegro: Nieautoryzowana zmiana danych
[CONTENT] Witaj, ktos probowal zmienic numer telefonu na Twoim koncie Allegro. Zablokowalismy te operacje. Jesli to nie Ty, Twoje haslo moglo wyciec. Zmien je natychmiast: [allegro-account-secure-reset.com/fix/10L2](https://www.google.com/search?q=https://allegro-account-secure-reset.com/fix/10L2) . Zabezpiecz swoje konto przed kradzieza. Zespol Allegro."
SMS,Brak,Twoja paczka z DHL jest gotowa. Numer: ZW4K8P2M6L3. Kod: 1943. Odbierz dzis.,DHL,Parcel pickup,5,5,excessive uppercase,fake payment demand,True,grok_4.1,"[TYPE] SMS
[SENDER] DHL
[TITLE] Brak
[CONTENT] Twoja paczka z DHL jest gotowa. Numer: ZW4K8P2M6L3. Kod: 1943. Odbierz dzis."
SMS,Brak,Wystawiono e-recepte nr 384920184. Kod dostepu: 7592. Recepta wazna do 18.02.2026. Szczegoly na Internetowym Koncie Pacjenta.,ePUAP,Data / certificate update,1,1,official-bureaucratic,brak,False,gemini_3,"[TYPE] SMS
[SENDER] ePUAP
[TITLE] Brak
[CONTENT] Wystawiono e-recepte nr 384920184. Kod dostepu: 7592. Recepta wazna do 18.02.2026. Szczegoly na Internetowym Koncie Pacjenta."
E-mail,Orange: Blokada numeru,"Drogi Kliencie, Twoj numer zostanie wylaczony z powodu braku rejestracji. Potwierdz dane: [orange-sim-verify.com/check/10L3](https://www.google.com/search?q=https://orange-sim-verify.com/check/10L3) . Masz 24h. Zespol Orange.",Orange,Data / certificate update,5,2,urgent verification + fake link,account block threat,True,gemini_3,"[TYPE] E-mail
[SENDER] Orange
[TITLE] Orange: Blokada numeru
[CONTENT] Drogi Kliencie, Twoj numer zostanie wylaczony z powodu braku rejestracji. Potwierdz dane: [orange-sim-verify.com/check/10L3](https://www.google.com/search?q=https://orange-sim-verify.com/check/10L3) . Masz 24h. Zespol Orange."
E-mail,Zwrot podatku dochodowego - akceptacja,"Ministerstwo Finansow informuje o przyznaniu zwrotu nadplaconego podatku dochodowego w kwocie 850,00 PLN. Srodki sa gotowe do wyplaty. Aby otrzymac przelew w trybie ekspresowym na karte, zaloguj sie do systemu e-Urzad i zatwierdz transakcje: [ministerstwo-finansow-zwroty-pit.com/auth/39L1](https://www.google.com/search?q=https://ministerstwo-finansow-zwroty-pit.com/auth/39L1) . Usluga wyplaty na karte jest dostepna tylko przez 24 godziny. Po tym czasie zwrot zostanie wyslany poczta, co moze potrwac do 3 miesiecy. Czekamy na Twoja decyzje.",US,US/ZUS notification,5,4,official-bureaucratic,fake refund / overpayment,True,gemini_3,"[TYPE] E-mail
[SENDER] US
[TITLE] Zwrot podatku dochodowego - akceptacja
[CONTENT] Ministerstwo Finansow informuje o przyznaniu zwrotu nadplaconego podatku dochodowego w kwocie 850,00 PLN. Srodki sa gotowe do wyplaty. Aby otrzymac przelew w trybie ekspresowym na karte, zaloguj sie do systemu e-Urzad i zatwierdz transakcje: [ministerstwo-finansow-zwroty-pit.com/auth/39L1](https://www.google.com/search?q=https://ministerstwo-finansow-zwroty-pit.com/auth/39L1) . Usluga wyplaty na karte jest dostepna tylko przez 24 godziny. Po tym czasie zwrot zostanie wyslany poczta, co moze potrwac do 3 miesiecy. Czekamy na Twoja decyzje."
E-mail,Podejrzana transakcja Visa,"Witaj, wykrylismy podejrzana platnosc Twoja karta Visa na kwote 3500 PLN w sklepie Apple Store. Transakcja zostala wstrzymana. Jesli to nie Ty, anuluj ja tutaj: [visa-security-transaction-stop.com/cancel/83L2](https://www.google.com/search?q=https://visa-security-transaction-stop.com/cancel/83L2) . Masz 30 minut na reakcje, inaczej srodki zostana pobrane.",Inny,Payment / refund,5,3,urgent verification + fake link,fake payment demand,True,gemini_3,"[TYPE] E-mail
[SENDER] <MASK>
[TITLE] Podejrzana transakcja Visa
[CONTENT] Witaj, wykrylismy podejrzana platnosc Twoja karta Visa na kwote 3500 PLN w sklepie Apple Store. Transakcja zostala wstrzymana. Jesli to nie Ty, anuluj ja tutaj: [visa-security-transaction-stop.com/cancel/83L2](https://www.google.com/search?q=https://visa-security-transaction-stop.com/cancel/83L2) . Masz 30 minut na reakcje, inaczej srodki zostana pobrane."
E-mail,Empik: Zamowienie czeka na odbior,"Dzien dobry, Twoje zamowienie nr 1029384729 czeka na odbior w salonie Empik w Poznaniu. Kod odbioru: 5821. Paczka bedzie czekac przez 4 dni. Pamietaj o dowodzie tozsamosci. Zyczymy milego dnia!",Empik,Parcel pickup,1,1,formal-corporate,brak,False,gemini_3,"[TYPE] E-mail
[SENDER] Empik
[TITLE] Empik: Zamowienie czeka na odbior
[CONTENT] Dzien dobry, Twoje zamowienie nr 1029384729 czeka na odbior w salonie Empik w Poznaniu. Kod odbioru: 5821. Paczka bedzie czekac przez 4 dni. Pamietaj o dowodzie tozsamosci. Zyczymy milego dnia!"
E-mail,Grozi blokada konta Millennium,"Drodzy Klienci, Twoje konto w Millennium jest zagrozone blokada z powodu braku weryfikacji. Natychmiast odwiedz millennium-block.pl/b/9Q2R4M6K8P1 i potwierdz tozsamosc. Numer referencyjny: 2W5X8P1Q4R7T. Brak dzialania spowoduje zawieszenie uslug. Zespol wsparcia.",Millennium,Account block warning,4,2,formal-corporate,account block threat,True,grok_4.1,"[TYPE] E-mail
[SENDER] Millennium
[TITLE] Grozi blokada konta Millennium
[CONTENT] Drodzy Klienci, Twoje konto w Millennium jest zagrozone blokada z powodu braku weryfikacji. Natychmiast odwiedz millennium-block.pl/b/9Q2R4M6K8P1 i potwierdz tozsamosc. Numer referencyjny: 2W5X8P1Q4R7T. Brak dzialania spowoduje zawieszenie uslug. Zespol wsparcia."
E-mail,Weryfikacja konta Allegro,"Szanowny Użytkowniku, aby zapewnić bezpieczeństwo Twojego konta, prosimy o weryfikację tożsamości. Kliknij link: secure.allegro.pl/verify-account. Brak reakcji w ciągu 48h spowoduje blokadę konta. Zespół Allegro",Allegro,Login / verification,4,4,official-bureaucratic,urgent verification + fake link,True,bielik_v3.0,"[TYPE] E-mail
[SENDER] Allegro
[TITLE] Weryfikacja konta Allegro
[CONTENT] Szanowny Użytkowniku, aby zapewnić bezpieczeństwo Twojego konta, prosimy o weryfikację tożsamości. Kliknij link: secure.allegro.pl/verify-account. Brak reakcji w ciągu 48h spowoduje blokadę konta. Zespół Allegro"
SMS,Brak,Wykryto wirusa na Twoim telefonie. Twoje dane bankowe sa zagrozone. Pobierz aplikacje ochronna: m-security-antivirus.apk-store.xyz/d/9s2,Inny,Inne,5,3,rushed-marketing,fake security update,True,gemini_3,"[TYPE] SMS
[SENDER] <MASK>
[TITLE] Brak
[CONTENT] Wykryto wirusa na Twoim telefonie. Twoje dane bankowe sa zagrozone. Pobierz aplikacje ochronna: m-security-antivirus.apk-store.xyz/d/9s2"
E-mail,Faktura za zakupy w x-kom,"Dzien dobry, w zalaczeniu przesylamy fakture VAT nr 25/01/293847 za Twoje ostatnie zamowienie w sklepie x-kom. Dokument potwierdza zakup laptopa ASUS oraz akcesoriow. Faktura jest podstawa do gwarancji producenta, prosimy o jej zachowanie. Status realizacji zamowienia mozesz sprawdzic w panelu klienta na naszej stronie. Dziekujemy za zakupy i zapraszamy ponownie. Zespol x-kom.",x-kom,Parcel tracking,1,1,formal-corporate,brak,False,gemini_3,"[TYPE] E-mail
[SENDER] x-kom
[TITLE] Faktura za zakupy w x-kom
[CONTENT] Dzien dobry, w zalaczeniu przesylamy fakture VAT nr 25/01/293847 za Twoje ostatnie zamowienie w sklepie x-kom. Dokument potwierdza zakup laptopa ASUS oraz akcesoriow. Faktura jest podstawa do gwarancji producenta, prosimy o jej zachowanie. Status realizacji zamowienia mozesz sprawdzic w panelu klienta na naszej stronie. Dziekujemy za zakupy i zapraszamy ponownie. Zespol x-kom."
E-mail,Pekao: Wyciag miesieczny,"Szanowny Kliencie, przesylamy wyciag z konta za ostatni miesiac. Dokument w zalaczniku (haslo: PESEL). Pozdrawiamy, Bank Pekao.",Pekao,Data / certificate update,1,1,formal-corporate,brak,False,gemini_3,"[TYPE] E-mail
[SENDER] Pekao
[TITLE] Pekao: Wyciag miesieczny
[CONTENT] Szanowny Kliencie, przesylamy wyciag z konta za ostatni miesiac. Dokument w zalaczniku (haslo: PESEL). Pozdrawiamy, Bank Pekao."
E-mail,IKP: Nowa e-recepta,"Szanowny Pacjencie, masz nowa e-recepte w Internetowym Koncie Pacjenta. Kod odbioru znajdziesz na pacjent.gov.pl. Zrealizuj ja w dowolnej aptece. Centrum e-Zdrowia.",Inny,US/ZUS notification,1,1,official-bureaucratic,brak,False,gemini_3,"[TYPE] E-mail
[SENDER] <MASK>
[TITLE] IKP: Nowa e-recepta
[CONTENT] Szanowny Pacjencie, masz nowa e-recepte w Internetowym Koncie Pacjenta. Kod odbioru znajdziesz na pacjent.gov.pl. Zrealizuj ja w dowolnej aptece. Centrum e-Zdrowia."
E-mail,Alert bezpieczenstwa mBank - podejrzany przelew,"Szanowny Kliencie, system antyfraudowy mBanku zablokowal podejrzana transakcje wychodzaca z Twojego konta na kwote 3800 PLN. Odbiorca transakcji znajduje sie w kraju podwyzszonego ryzyka. Aby odblokowac konto i potwierdzic lub odrzucic transakcje, zaloguj sie do panelu bezpieczenstwa: mbank-pl-fraud-check-alert.net/verify/10M3 . Brak reakcji w ciagu 6 godzin spowoduje trwala blokade dostepu do bankowosci internetowej. Prosimy o natychmiastowe dzialanie.",mBank,Account block warning,5,4,formal-corporate,account block threat,True,gemini_3,"[TYPE] E-mail
[SENDER] mBank
[TITLE] Alert bezpieczenstwa mBank - podejrzany przelew
[CONTENT] Szanowny Kliencie, system antyfraudowy mBanku zablokowal podejrzana transakcje wychodzaca z Twojego konta na kwote 3800 PLN. Odbiorca transakcji znajduje sie w kraju podwyzszonego ryzyka. Aby odblokowac konto i potwierdzic lub odrzucic transakcje, zaloguj sie do panelu bezpieczenstwa: mbank-pl-fraud-check-alert.net/verify/10M3 . Brak reakcji w ciagu 6 godzin spowoduje trwala blokade dostepu do bankowosci internetowej. Prosimy o natychmiastowe dzialanie."
SMS,Brak,Empik: Twoje zamowienie nr 1029384729 zostalo wyslane. Sledz status przesylki w aplikacji mobilnej. Zyczymy milej lektury.,Empik,Parcel tracking,1,1,formal-corporate,brak,False,gemini_3,"[TYPE] SMS
[SENDER] Empik
[TITLE] Brak
[CONTENT] Empik: Twoje zamowienie nr 1029384729 zostalo wyslane. Sledz status przesylki w aplikacji mobilnej. Zyczymy milej lektury."
SMS,Brak,T-Mobile: Faktura F/2025/01/9382 na kwote 65 PLN jest dostepna. Termin platnosci 15.02.2025. Pobierz z aplikacji.,T-Mobile,Payment / refund,1,1,formal-corporate,brak,False,gemini_3,"[TYPE] SMS
[SENDER] T-Mobile
[TITLE] Brak
[CONTENT] T-Mobile: Faktura F/2025/01/9382 na kwote 65 PLN jest dostepna. Termin platnosci 15.02.2025. Pobierz z aplikacji."
SMS,Brak,InPost: Kurier nie mogl doreczyc paczki. Brak kodu domofonu. Uzupelnij dane w formularzu: [inpost-adresy-korekta-dostawy.com/fix/82L1](https://www.google.com/search?q=https://inpost-adresy-korekta-dostawy.com/fix/82L1),InPost,Parcel tracking,4,3,formal-corporate,urgent verification + fake link,True,gemini_3,"[TYPE] SMS
[SENDER] InPost
[TITLE] Brak
[CONTENT] InPost: Kurier nie mogl doreczyc paczki. Brak kodu domofonu. Uzupelnij dane w formularzu: [inpost-adresy-korekta-dostawy.com/fix/82L1](https://www.google.com/search?q=https://inpost-adresy-korekta-dostawy.com/fix/82L1)"
